NAME	X	Y	cluster_cd8
TYPE	numeric	numeric	group
C04808	25.192	92.5778	5
C04809	32.6488	74.3783	5
C04810	27.2999	86.1423	5
C04811	23.5657	96.9783	5
C04812	28.8181	91.3616	5
C04813	22.8945	91.2239	5
C04814	27.961	87.0253	5
C04815	31.4186	80.22	5
C04816	31.7608	85.3921	5
C04817	26.0467	88.7803	5
C04818	15.867	76.247	5
C04819	34.4056	81.2713	5
C04820	28.4181	89.4796	5
C04821	37.7448	84.5439	5
C04822	25.3448	86.9355	5
C04823	29.7464	77.5894	5
C04824	28.7122	78.948	5
C04825	24.5215	65.3669	5
C04826	24.482	83.7291	5
C04827	33.8624	72.0512	5
C04828	31.3472	81.5585	5
C04829	26.6614	64.1396	5
C04830	27.0559	64.2029	5
C04831	31.7023	77.6906	5
C04832	29.371	92.8513	5
C04833	29.2906	83.6579	5
C04834	14.7135	86.1465	5
C04835	26.7148	84.2749	5
C04836	25.8616	58.3507	5
C04837	19.7271	89.0977	5
C04838	33.6514	79.6984	5
C04839	21.0598	53.1725	5
C04840	35.4046	76.8908	5
C04841	28.14	80.5495	5
C04842	34.7557	75.2827	5
C04843	25.832	84.4187	5
C04844	27.9942	94.3041	5
C04845	22.4091	54.3921	5
C04846	85.7823	44.2523	4
C04847	35.5921	81.8874	5
C04848	24.0902	92.5563	5
C04849	22.2229	92.7565	5
C04850	24.8059	86.5519	5
C04852	38.8284	70.93	5
C04853	90.3871	44.7198	5
C04854	15.7861	81.3825	5
C04855	24.3278	93.5417	5
C04856	31.6569	84.1467	5
C04857	30.9333	88.2929	5
C04858	28.0975	64.9824	5
C04859	31.7709	82.82	5
C04860	23.3744	90.1497	5
C04861	23.3079	85.8355	5
C04862	36.183	75.6687	5
C04864	29.7874	96.1829	5
C04865	3.6433	75.6195	5
C04866	31.973	31.6468	5
C04868	25.287	89.1224	5
C04869	30.4959	84.8252	5
C04870	29.1585	81.4864	5
C04871	31.5059	86.8445	5
C04872	25.7685	57.8489	5
C04873	31.9498	90.5953	5
C04874	26.3462	81.0473	5
C04875	31.0088	91.5384	5
C04876	32.7862	73.1198	5
C04877	26.53	98.0119	5
C04878	23.3551	67.3025	5
C04879	35.8674	87.8217	5
C04880	29.858	89.7108	5
C04881	29.0606	91.115	5
C04882	23.0417	91.0142	5
C04883	22.3412	53.7154	5
C04884	20.1727	86.5113	5
C04885	21.2763	86.1528	5
C04886	33.7431	81.4492	5
C04887	26.2898	82.8345	5
C04888	29.8083	86.3579	5
C04889	35.8758	81.0822	5
C04890	31.1523	93.7731	5
C04891	26.6962	76.1763	5
C04893	32.4868	74.4347	5
C04894	33.2597	90.7655	5
C04895	33.2195	91.426	5
C04896	29.7842	79.4119	5
C04897	29.6799	88.1514	5
C04898	23.6792	94.4912	5
C04899	34.3719	85.5928	5
C04900	28.8426	66.4997	5
C04901	26.7932	55.4764	5
C04902	20.7446	86.6287	5
C04903	23.2618	87.1285	5
C04904	29.4814	83.891	5
C04905	29.0307	86.0819	5
C04906	34.5989	85.4425	5
C04908	32.086	83.1101	5
C04909	31.072	89.6099	5
C04910	34.6865	78.0058	5
C04911	26.7371	85.2639	5
C04912	31.1099	72.4715	5
C04916	59.021	-81.2491	5
C04917	48.7447	50.7338	4
C04918	72.9441	54.4905	4
C04922	88.1387	43.0579	4
C04929	74.0074	31.3383	4
C04932	46.7163	49.8927	4
C04936	73.3993	28.6272	4
C04938	69.3024	42.9384	4
C04939	69.9249	31.4678	4
C04940	59.9845	50.0189	4
C04941	76.5489	29.3532	4
C04945	51.9133	49.0005	4
C04949	50.8739	54.6025	4
C04950	15.0245	79.2374	5
C04952	72.9499	33.7599	4
C04953	75.8073	-13.8369	4
C04954	14.8838	86.0923	5
C04956	47.4327	50.1723	4
C04960	47.7178	53.2059	4
C04962	51.7982	52.3952	4
C04963	45.0668	54.2941	5
C04965	60.9647	52.8316	4
C04966	61.5566	49.081	4
C04968	46.956	50.8708	4
C04972	31.0692	22.0849	4
C04979	65.6627	46.2235	4
C04980	76.902	29.1253	4
C04982	77.7902	28.7777	4
C04984	63.9597	49.0104	4
C04986	49.0918	50.1896	4
C04987	49.7211	54.4656	4
C04988	67.7414	53.7853	4
C04989	45.3535	56.6835	4
C04990	34.2965	70.3945	5
C04993	45.298	40.2682	4
C04995	83.1291	44.4169	4
C04997	63.3275	39.3126	4
C04998	19.379	86.1685	5
C04999	71.119	30.3614	4
C05003	51.8163	51.7181	4
C05006	45.8224	54.5045	5
C05009	36.1697	74.7885	5
C05010	78.2205	25.3048	4
C05013	16.7098	86.1534	5
C05014	71.2634	52.6196	4
C05015	72.0578	43.2312	4
C05018	72.2499	43.5766	4
C05021	43.4512	57.183	4
C05022	66.7869	38.9448	4
C05026	77.6873	35.2538	4
C05028	66.968	39.218	4
C05030	49.5805	54.6365	4
C05031	13.3894	76.1013	5
C05033	84.406	43.4297	4
C05035	52.0716	50.9496	4
C05036	77.1865	28.0846	4
C05041	44.7274	59.9341	4
C05049	69.6692	43.6388	4
C05056	73.0088	31.3331	4
C05059	84.1606	36.4737	4
C05062	71.6454	28.7492	4
C05064	71.8535	31.2598	4
C05065	26.4217	94.2045	5
C05069	85.4332	45.6632	4
C05070	76.0453	45.8243	4
C05073	7.6631	78.5947	5
C05074	83.4641	44.3861	4
C05075	82.6399	48.3083	4
C05079	86.8139	22.6168	4
C05081	62.3673	49.1272	4
C05083	50.0202	50.2532	4
C05085	78.0549	38.1194	4
C05086	76.3029	30.361	4
C05088	87.2832	47.0568	4
C05089	46.7512	44.6244	4
C05091	4.6084	72.6123	5
C05092	68.0608	26.558	4
C05093	44.5833	57.299	4
C05095	43.2087	-99.9996	4
C05097	48.5245	12.5326	4
C05098	51.8015	6.8033	4
C05101	34.442	69.7691	5
C05102	34.4557	-91.7259	5
C05103	24.2711	28.1831	5
C05104	87.7822	17.6685	4
C05105	29.5155	97.834	5
C05110	54.0703	4.0294	4
C05111	18.8975	29.7142	4
C05113	75.4884	24.1689	4
C05116	64.7676	9.6855	4
C05117	87.6552	17.5663	4
C05118	62.346	9.3981	6
C05120	50.5667	5.1401	4
C05122	21.7053	73.945	5
C05123	81.8567	-3.6568	4
C05136	72.9851	20.8372	4
C05138	54.0171	-79.1678	5
C05233	46.7064	40.8781	4
C05235	49.8783	41.857	4
C05238	18.6721	87.7454	5
C05239	70.0769	44.5923	4
C05240	-0.169	66.4804	5
C05242	7.9204	36.8058	5
C05246	48.4503	42.5668	4
C05249	48.9233	41.4282	4
C05250	44.6596	37.5851	4
C05251	45.1483	37.4815	4
C05254	25.3129	43.9118	5
C05258	7.5562	35.5654	5
C05260	63.6749	42.5195	4
C05267	24.6328	39.6567	5
C05271	47.5815	43.3115	4
C05272	17.5301	72.8643	5
C05276	24.486	39.5721	5
C05279	49.3202	45.5205	4
C05280	10.7145	88.5858	4
C05281	30.5004	74.6761	5
C05286	49.3817	33.5218	4
C05287	49.1077	45.4362	4
C05288	45.2777	39.1576	4
C05289	65.9658	46.8637	4
C05292	24.6263	76.6749	5
C05293	28.7121	40.2034	5
C05294	30.5684	42.0787	4
C05296	46.6918	41.9746	4
C05299	33.8398	-92.4924	5
C05301	49.9789	44.1359	4
C05306	32.9546	42.2905	5
C05309	44.5426	36.4074	4
C05312	49.2751	44.2605	4
C05313	-0.1359	66.6067	5
C05314	47.8745	42.8069	4
C05317	65.4327	45.2361	4
C05318	25.8528	43.2273	4
C05319	48.899	52.5867	4
C05321	26.1238	58.3094	5
C05323	9.0594	32.8354	4
C05324	11.2257	35.9188	4
C05325	25.8293	74.6986	5
C05326	15.5933	75.5705	5
C05327	46.5574	42.6537	4
C05328	38.9478	36.2682	4
C05329	47.9308	41.1909	4
C05330	38.8246	37.3752	4
C05337	40.9423	31.726	4
C05338	64.7129	46.9134	4
C05339	48.1607	41.9835	4
C05340	70.1098	26.7351	4
C05342	45.3991	52.3069	4
C05344	80.0231	-5.6665	4
C05346	82.8154	22.7369	4
C05348	80.3541	27.8016	4
C05349	82.0093	-2.9556	4
C05350	88.3554	21.5735	4
C05351	73.5512	57.1406	4
C05356	82.515	-3.1102	4
C05358	88.6604	25.2951	4
C05360	87.6194	23.3121	4
C05363	86.2472	24.3867	4
C05364	73.419	57.0319	4
C05366	84.1193	24.1141	4
C05368	85.7395	24.7097	4
C05369	84.244	24.3362	4
C05370	88.5932	21.9362	4
C05371	87.0731	25.0044	4
C05372	88.8133	22.5653	4
C05376	71.6746	51.7748	4
C05377	80.3815	22.0046	4
C05378	83.2113	18.6817	4
C05380	59.7718	71.6177	4
C05381	88.5916	19.7968	4
C05382	88.5731	19.285	4
C05383	81.8519	0.8645	4
C05384	84.076	28.5272	4
C05385	84.5955	25.8496	4
C05386	88.7594	24.1283	4
C05387	48.8446	16.4924	4
C05390	83.9355	20.2469	4
C05392	86.589	25.6445	4
C05397	86.8686	25.6288	4
C05398	83.8357	32.5351	4
C05403	83.3924	19.4815	5
C05405	89.4192	21.5224	4
C05406	84.8273	44.2903	4
C05411	-6.8859	34.6692	4
C05412	83.3997	26.8355	4
C05413	48.714	15.9554	4
C05414	30.5703	-1.1404	6
C05415	59.908	14.4378	4
C05416	43.6613	3.9885	4
C05418	32.6769	27.193	4
C05421	60.1762	15.2415	4
C05422	84.5015	40.9781	4
C05423	53.8582	8.009	4
C05426	74.7283	9.4379	4
C05427	37.6882	9.5943	4
C05429	58.3492	14.6668	4
C05430	59.1143	14.1512	4
C05431	39.9697	10.3411	4
C05432	46.4251	10.1145	4
C05435	65.1749	19.7388	4
C05437	46.6827	10.5643	4
C05438	51.6799	14.3647	4
C05440	29.0021	28.8552	4
C05441	42.995	24.0535	4
C05443	58.7023	22.0345	4
C05444	46.0393	4.6414	4
C05446	33.6087	23.6494	4
C05448	56.7466	20.6	4
C05451	45.37	1.7754	4
C05452	33.8201	9.31	4
C05454	79.0641	10.4876	4
C05455	60.6612	11.4045	4
C05457	31.8646	26.958	4
C05458	48.0034	4.152	4
C05459	40.4334	8.8866	4
C05461	63.3588	10.72	4
C05462	55.9657	-79.2196	4
C05463	54.5888	14.4577	4
C05466	45.4663	9.4869	4
C05473	47.1569	15.3856	4
C05477	65.4503	14.4016	4
C05478	57.4852	11.9754	4
C05479	68.4796	23.1453	4
C05480	82.609	-59.0116	4
C05481	59.95	13.1908	4
C05482	34.1723	44.792	5
C05484	65.9812	13.7903	4
C05485	74.7243	23.8924	4
C05486	63.6843	9.5567	6
C05487	15.047	87.1264	5
C05488	71.1759	22.9632	4
C05489	36.9419	-91.9744	5
C05490	35.0254	71.4001	5
C05491	-56.9498	6.5015	5
C05492	75.6931	22.7454	4
C05496	36.5821	60.7336	5
C05498	56.4015	54.6207	4
C05499	57.5703	53.5675	4
C05501	83.8714	33.9571	4
C05503	84.995	23.1605	4
C05506	83.5741	37.3677	4
C05507	62.8405	38.5025	4
C05508	17.1935	38.3259	4
C05509	74.7783	46.6933	4
C05510	84.0961	33.0174	4
C05511	58.4353	52.7767	4
C05513	55.1483	49.594	4
C05516	42.8572	55.9168	4
C05519	18.5293	36.883	4
C05520	34.1509	57.364	4
C05521	15.9327	36.1041	4
C05524	72.3653	14.0067	4
C05526	85.7714	34.6911	4
C05528	45.9882	47.9804	4
C05530	55.5903	49.1894	4
C05531	19.7647	38.5528	5
C05532	72.0689	55.3734	4
C05533	31.2271	40.2608	4
C05534	81.1864	35.622	4
C05535	17.7178	72.8072	5
C05537	45.5067	-100.5897	4
C05540	59.4178	45.6221	4
C05541	64.9669	34.1392	4
C05542	73.1299	41.5048	4
C05546	85.1486	32.7605	4
C05554	73.0379	45.5581	4
C05556	86.1603	35.3335	4
C05557	32.1286	59.655	4
C05558	58.2687	49.6167	4
C05559	68.3757	45.5203	4
C05560	89.904	48.5457	4
C05561	40.5793	51.3253	4
C05562	48.3815	66.6547	4
C05563	32.4151	60.9328	5
C05564	61.4455	51.9941	4
C05565	82.7424	48.3777	4
C05566	17.5346	37.6591	5
C05567	57.6026	49.9187	5
C05571	42.1395	51.0523	5
C05572	57.6671	53.4974	4
C05576	84.6792	47.0133	4
C05577	71.5215	44.1094	4
C05581	72.3361	9.2979	4
C05584	21.7778	-9.048	6
C05586	2.0384	87.105	5
C05596	20.0488	76.9264	5
C05597	70.7595	22.2342	4
C05598	46.8508	18.5198	4
C05599	89.3591	48.0092	4
C05600	46.441	48.1633	4
C05602	61.5936	-0.4908	4
C05603	53.1849	50.3582	4
C05605	64.7399	24.3572	4
C05607	-6.9722	-6.9128	2
C05608	-62.6329	-50.7999	3
C05609	-10.867	-5.8389	3
C05610	-4.3439	-35.9612	3
C05611	-67.1456	44.2568	2
C05612	-59.7675	45.3301	2
C05613	25.2032	-81.1454	2
C05614	23.8373	-81.7703	3
C05615	-67.807	51.9222	2
C05616	6.3065	-36.406	3
C05617	-9.3377	-10.27	3
C05619	-62.2571	-2.9934	3
C05622	4.965	-33.1811	3
C05624	-48.5232	-44.4102	3
C05625	-69.7698	5.3226	3
C05626	-65.1753	9.415	3
C05627	-68.1523	0.3101	3
C05629	-36.074	-18.151	3
C05630	-41.2879	-2.7012	3
C05631	-16.8656	-13.3986	3
C05632	-59.6721	-25.5651	3
C05633	-17.2808	-11.4216	3
C05634	-70.1279	-3.2728	3
C05635	-31.8356	-59.9643	3
C05636	-62.5562	-41.5374	3
C05639	-30.8521	5.6821	3
C05641	-58.5755	-22.8827	3
C05642	-65.2387	9.4289	3
C05643	-27.1777	-18.6582	3
C05644	-65.9318	9.7679	3
C05645	-46.8902	5.5404	3
C05646	-72.5086	-10.4714	3
C05647	-5.1753	-30.3831	3
C05648	-25.741	-16.5097	3
C05649	-20.9317	-23.2397	3
C05651	-70.1386	4.6011	3
C05652	-37.1189	4.9048	3
C05653	-40.8981	1.9204	3
C05654	3.801	-37.4875	3
C05656	-48.5266	-44.4144	3
C05658	-63.9108	-30.3552	3
C05659	-45.9959	-50.4758	3
C05660	-62.4446	5.1065	6
C05662	-62.1919	6.2499	6
C05663	-62.5844	-41.5021	3
C05664	18.0288	-78.9993	3
C05665	-63.3107	8.8899	6
C05666	-71.2657	-2.0669	3
C05667	-62.0092	4.8199	6
C05668	-66.8331	-32.9151	3
C05670	-77.818	-12.3201	3
C05671	-5.2086	-30.3868	3
C05672	-65.0011	10.198	6
C05673	-69.3493	-10.4624	3
C05674	-31.4187	-9.4572	3
C05679	-41.3832	-2.6029	3
C05680	-61.4713	6.9794	6
C05681	-63.3314	8.8787	6
C05682	-35.4614	10.6902	3
C05683	-24.7009	-16.722	3
C05684	-43.1418	-1.613	3
C05685	-69.977	9.3	3
C05688	-68.6636	-31.3282	3
C05690	-90.5216	-11.6281	1
C05692	-52.0347	-50.3555	3
C05693	-70.1394	-3.3124	3
C05694	-53.4615	-21.6918	3
C05695	-75.2957	7.0948	3
C05696	-68.6787	-31.2967	3
C05698	-4.078	-53.2193	3
C05700	-64.5077	7.605	3
C05702	-54.924	-7.3251	3
C05703	-62.7197	4.6413	6
C05706	-34.8643	7.8129	3
C05708	41.1206	-78.2446	3
C05710	-27.7736	17.2095	3
C05711	-30.8138	-5.9336	3
C05713	-46.8926	7.0743	3
C05714	-73.6321	11.9893	1
C05715	-5.2064	-30.3877	3
C05716	-65.9079	9.7719	3
C05717	-14.3372	-15.4841	3
C05718	-29.7419	11.2134	3
C05719	-41.3294	-2.6805	3
C05720	-62.5557	2.6678	3
C05721	-68.2631	9.6306	3
C05722	-26.2484	-15.7645	3
C05723	-10.1544	22.6858	3
C05725	21.7204	-69.4008	6
C05726	-70.1443	4.5845	3
C05727	-36.6793	-42.717	3
C05728	9.255	-8.1525	6
C05729	-30.8598	5.6817	3
C05730	-31.004	-7.3515	3
C05731	-54.9179	-7.3379	3
C05732	-68.1577	0.3054	3
C05733	-39.1994	-3.574	3
C05734	-63.9189	-30.344	3
C05736	-25.3247	-16.8659	3
C05737	-22.4292	-9.9252	3
C05738	-12.0683	-25.9803	3
C05739	-16.3429	-37.401	3
C05740	-21.9284	-20.5778	3
C05741	-14.5825	-29.9294	3
C05742	-50.4104	1.7069	2
C05743	-11.7108	22.4043	3
C05744	-36.3584	-11.9499	3
C05745	-24.21	18.4527	3
C05747	-50.5702	-28.1238	3
C05748	-11.5644	30.9199	3
C05749	-10.9598	-24.9391	3
C05750	-12.0914	-25.966	3
C05751	-39.4614	-9.8302	3
C05753	-16.7976	-0.7795	3
C05754	-47.4155	19.6519	3
C05755	-23.1647	-3.4319	2
C05756	61.1584	-72.0153	6
C05759	-47.0383	31.0319	2
C05760	-46.0995	-35.3587	3
C05761	-34.3883	6.1252	2
C05762	-71.0515	-8.1946	3
C05763	-67.222	-13.1917	3
C05764	-35.5777	-11.4912	3
C05765	-49.3256	1.9684	2
C05766	6.0468	-36.3508	3
C05767	1.4151	18.9291	3
C05768	-41.0904	-34.0962	3
C05769	7.0418	-26.9705	3
C05770	-46.9059	-36.2885	3
C05771	-49.898	-25.6691	3
C05772	-21.9281	4.4314	2
C05773	-21.3709	-17.3517	3
C05774	-4.0155	-24.5651	3
C05775	5.9213	-31.9122	3
C05777	-48.3934	-29.2634	3
C05778	-39.3511	17.829	3
C05779	-24.4394	2.5197	3
C05780	-74.1048	-20.6415	3
C05781	-27.5984	4.1566	2
C05783	7.9373	-38.6948	3
C05784	8.3883	-33.4062	3
C05785	-36.5924	5.5933	3
C05786	12.5509	-32.3877	3
C05787	-47.0373	31.0254	2
C05788	6.1083	-31.254	3
C05790	-59.629	31.7511	3
C05791	-31.3389	-13.7975	3
C05792	-21.9853	-6.2383	3
C05793	-66.5094	39.4653	2
C05794	-38.2194	-12.9358	3
C05795	-11.9625	-2.45	3
C05796	-32.7943	-32.7126	3
C05797	-40.2751	-6.8352	3
C05801	-41.9564	-17.703	3
C05802	-52.7056	-2.0569	3
C05803	-65.4368	30.8636	2
C05804	-26.7999	-23.1394	3
C05805	-15.1546	-9.2485	3
C05807	-95.6563	-4.8417	3
C05808	-53.7393	-21.2558	3
C05809	-81.3534	-1.3849	2
C05811	-19.2619	5.0651	3
C05812	-21.7293	-49.2885	3
C05813	-31.7608	10.1833	3
C05815	-56.9114	-20.4721	3
C05816	-34.9146	-4.2952	3
C05817	-54.8205	-39.2692	3
C05818	-84.2926	-0.0069	2
C05819	-90.1689	2.8176	2
C05821	-84.2724	-0.0068	2
C05823	-60.1588	30.2544	2
C05824	-32.2102	-16.6164	3
C05825	-65.1653	-18.9293	3
C05826	16.892	7.4514	3
C05827	-62.4748	29.2845	2
C05829	-54.8406	-39.2738	3
C05830	4.6877	-33.0899	3
C05831	-60.1811	32.215	2
C05832	-58.852	32.6328	2
C05834	-48.659	12.3981	3
C05835	-59.4139	30.2629	3
C05837	-20.7995	36.5812	3
C05838	-59.7971	22.6398	3
C05842	-54.6583	29.6648	3
C05843	-78.8223	-17.6878	3
C05844	-32.9356	-9.3791	3
C05845	-57.7046	28.3369	3
C05846	-48.1281	-51.8646	3
C05847	-59.4471	30.2964	3
C05848	-35.8389	-7.0905	3
C05849	-78.8165	-17.6865	3
C05850	-59.4662	30.206	3
C05851	-35.8458	-7.0848	3
C05852	-48.0252	-55.8743	3
C05853	15.2746	-45.7396	3
C05854	-45.5644	3.5558	2
C05855	-39.5096	-9.4394	3
C05857	-70.3589	-1.5551	2
C05858	-20.3726	5.4757	2
C05859	-48.8035	-2.615	2
C05860	-51.6927	23.5499	2
C05861	-46.2551	-4.4276	3
C05862	-45.0851	-7.9594	3
C05863	25.8075	-82.4437	5
C05864	-88.1848	-2.6735	3
C05865	-77.2145	4.391	1
C05868	-46.8747	-3.6483	3
C05869	-73.1455	-2.9125	3
C05870	-77.2261	4.3912	1
C05871	-34.4694	-15.0814	3
C05872	-24.8454	-32.8046	3
C05873	-38.1353	-10.0536	3
C05874	-24.4238	7.2365	2
C05875	-45.0392	-4.5098	3
C05876	-68.25	-5.1864	3
C05877	-34.0659	-20.1563	3
C05878	-59.4373	21.1269	2
C05879	-48.7681	-2.6144	2
C05881	-45.1679	3.5035	3
C05882	-87.0401	-5.7386	3
C05883	-36.1991	-10.2789	3
C05884	-37.9054	-11.0285	3
C05885	-33.0637	-20.8906	3
C05886	-70.374	-1.5396	2
C05887	-44.2739	-2.5252	3
C05888	-38.2785	-8.0508	3
C05889	-33.0564	-20.8977	3
C05890	-69.037	1.3803	2
C05891	-40.4677	-9.5515	3
C05892	-38.4997	-3.9563	3
C05893	-25.3806	-30.4945	3
C05894	-45.8298	-2.9365	3
C05896	-84.0462	1.6264	2
C05897	-88.7286	-2.1422	2
C05899	-83.5447	4.3875	1
C05900	-37.4206	-27.441	3
C05902	-44.2601	-2.4943	3
C05903	-25.4176	-30.521	3
C05904	-51.6867	23.5514	2
C05905	-51.6889	23.551	2
C05906	-77.2341	4.3764	1
C05907	-38.5164	-3.9435	3
C05908	-37.4217	-27.4447	3
C05909	-73.6543	-17.9094	6
C05910	-74.5212	-17.3549	6
C05911	-32.8877	10.9201	3
C05912	21.7403	-79.7603	3
C05913	1.2758	-10.9359	3
C05915	11.5368	-34.7743	3
C05917	-94.8898	-3.8423	3
C05918	-35.902	-39.5177	6
C05921	-63.6314	-13.7153	3
C05922	-63.5759	-18.9696	3
C05924	0.9339	-35.2459	3
C05925	-61.3439	-10.7892	3
C05927	1.4418	-40.4147	3
C05928	-91.2071	-5.2871	3
C05929	-75.4292	-9.8964	3
C05931	-55.8177	-10.9494	3
C05932	-101.2325	-2.1272	1
C05933	-101.6324	-3.1811	3
C05937	-48.5122	-37.0636	3
C05939	-75.8057	-21.0779	3
C05940	-46.2177	-11.4938	3
C05943	-11.6555	-74.0771	3
C05950	-45.3646	-34.994	3
C05951	-68.9451	-8.0038	3
C05952	-71.264	-7.0473	3
C05954	-59.5786	5.5006	3
C05956	-66.1967	-6.3292	3
C05958	-39.3137	-19.4675	3
C05959	-47.5896	-37.1492	3
C05960	-36.3605	-20.304	3
C05961	-67.5325	-5.9333	3
C05962	-101.6249	-3.2052	3
C05963	-54.8347	-7.9948	3
C05964	-61.8227	-18.3927	3
C05966	6.1319	10.4681	6
C05967	6.137	10.4785	6
C05969	-3.6175	-18.9059	3
C05971	6.3552	-15.2453	3
C05972	1.0554	1.1168	3
C05973	-10.211	-18.1708	3
C05974	-21.9323	-6.0867	3
C05975	-1.4964	-16.3614	3
C05976	-6.2738	-17.4297	3
C05977	1.0187	-19.4171	3
C05979	-5.6349	-15.8544	3
C05980	2.172	-17.0418	3
C05981	-6.8964	-16.4183	3
C05982	-22.0384	-24.7807	3
C05984	5.1646	-12.9068	3
C05985	-0.2942	-19.1726	3
C05986	6.7302	-13.9693	6
C05987	-19.2998	3.0587	3
C05988	6.6472	-12.4197	3
C05989	-32.7728	-16.5832	3
C05990	-5.811	-13.5271	3
C05991	-10.4595	-10.3167	3
C05992	-3.3936	-15.4775	3
C05993	-5.3287	-13.5834	3
C05994	-13.9187	-24.9689	3
C05995	-5.4091	-13.6382	3
C05996	3.9438	-31.9334	3
C05997	-17.9429	-3.2641	3
C05999	0.8929	-11.3183	3
C06000	16.997	-80.906	3
C06001	-35.0787	-1.6277	3
C06002	9.1516	-56.3983	3
C06003	-39.7026	-44.6283	3
C06004	-29.1539	-10.2822	3
C06005	-30.4843	-13.6113	3
C06006	-35.0793	-1.6257	3
C06007	-0.7981	-44.7599	3
C06008	-35.5667	-16.6512	3
C06009	-2.8878	-45.982	3
C06010	-7.4552	-12.2996	3
C06011	-6.1285	-48.1918	3
C06012	22.1482	-76.9281	3
C06013	-6.37	-47.8137	3
C06014	-26.0346	-46.0087	3
C06016	-46.6154	-6.7858	3
C06017	-12.6518	-49.8453	3
C06018	-35.7159	-45.3042	3
C06022	-51.9149	-45.2144	3
C06023	-14.8653	-48.7388	3
C06025	15.9042	-74.057	3
C06027	15.9164	-74.0625	3
C06028	-31.2546	-37.9978	3
C06029	-4.2401	-49.8701	3
C06030	-35.0773	-1.6265	3
C06031	37.3623	-77.8334	3
C06032	-15.555	-50.2983	3
C06033	-59.4339	-52.0428	3
C06034	37.4074	-77.8647	3
C06035	-44.6866	-48.1375	3
C06036	27.5339	-83.8279	5
C06037	-59.0542	-52.2594	3
C06038	-15.7774	-45.8843	3
C06039	-38.9593	-44.098	3
C06040	-51.8771	-46.7339	3
C06042	-51.8787	-46.7426	3
C06043	-11.7577	-50.357	3
C06044	-1.6271	-43.0359	3
C06045	-52.1428	-50.8026	3
C06047	-2.512	-53.0879	3
C06048	-33.2564	-43.7603	3
C06049	-33.2739	-20.1097	3
C06050	-2.4861	-48.7983	3
C06052	-14.3205	-50.675	3
C06054	39.1273	-82.9204	3
C06055	37.7493	-81.2767	3
C06056	-14.3837	-15.3462	3
C06057	27.5852	-78.4371	3
C06058	-4.7393	-7.1537	3
C06059	-16.8994	-7.8351	3
C06060	3.1568	-32.0573	3
C06061	-37.5264	9.2724	2
C06062	-46.1674	-42.209	3
C06063	7.3134	-11.0559	6
C06064	-14.5417	-24.862	3
C06065	-6.3863	-17.4539	3
C06067	-43.0028	-39.368	6
C06069	-25.911	-38.2279	3
C06070	-36.8796	1.6578	3
C06073	-66.7757	-29.1288	3
C06075	-7.7454	-18.6382	3
C06076	-50.2805	-32.3233	3
C06077	-1.9709	-51.899	3
C06078	-44.9205	-20.8897	3
C06079	-22.1625	-65.9928	3
C06080	22.4834	-3.0572	3
C06081	-58.7946	-38.0482	3
C06082	-34.1807	-9.2285	3
C06084	-69.6872	-12.3828	3
C06086	-87.8228	-8.8131	3
C06087	-4.7655	-52.955	3
C06088	-49.5638	-30.2605	3
C06089	-39.5465	-13.7039	3
C06090	-42.067	-13.8361	3
C06091	-50.2971	-11.3876	3
C06092	-47.6828	-28.8955	3
C06093	-38.4948	-66.0564	3
C06094	-46.0456	-8.6637	3
C06096	-37.1882	-15.0086	3
C06097	-55.1621	-35.762	3
C06100	-43.6545	-16.3576	3
C06101	-17.9907	1.905	3
C06102	-48.7943	-29.0405	3
C06103	-43.7772	-57.1118	3
C06104	-40.0587	-12.211	3
C06105	-19.0197	-1.5905	3
C06106	-61.4941	-42.2795	3
C06107	-34.6486	7.9186	3
C06108	-28.9596	-13.5534	3
C06109	18.753	-79.2525	3
C06110	-58.4217	-40.8786	3
C06111	-47.6997	-26.8827	3
C06112	-39.3117	-51.4171	3
C06113	9.1485	-33.878	3
C06114	-23.7415	-18.193	3
C06115	-16.339	-30.9735	3
C06116	-20.9429	-35.2988	3
C06117	-6.465	-20.3955	3
C06118	-44.3811	-17.0877	3
C06120	-45.3416	-17.4009	3
C06121	-2.0665	-50.2946	3
C06122	-34.8486	-8.3758	3
C06123	-26.3718	-31.0748	3
C06124	-52.5437	-13.9999	3
C06125	-1.4913	-2.0996	3
C06126	-16.9495	-34.5752	3
C06127	49.5043	-95.5767	3
C06128	17.1493	-31.2948	3
C06129	-1.9496	-50.2127	3
C06130	-35.8531	-7.6899	3
C06131	-32.3988	-10.5713	3
C06132	17.7484	-22.6253	3
C06133	17.7335	-22.6316	3
C06134	21.2694	-41.9312	3
C06135	8.877	-27.2963	3
C06136	15.5279	-40.9519	3
C06137	61.0994	-42.948	3
C06138	15.8876	-42.6266	3
C06139	24.265	-39.4371	3
C06140	11.0845	2.7582	3
C06141	11.808	-22.9546	3
C06142	-43.5315	-21.0404	3
C06143	15.8348	-20.4226	3
C06144	26.8419	-43.033	3
C06145	27.4111	-47.5961	3
C06146	3.2369	-16.5286	3
C06148	21.9932	-40.6683	3
C06149	17.4132	-19.0718	3
C06153	9.7469	-24.2531	3
C06154	22.1615	-46.6314	3
C06155	14.6393	-23.0707	3
C06156	8.6947	-33.3918	3
C06157	13.7257	-25.7618	3
C06158	6.1949	-33.2324	3
C06159	15.606	-26.8076	3
C06160	14.5833	-24.1832	3
C06162	16.7929	-40.9709	3
